template_id,template_str,count,ops,num_examples,constants,sample_example
18cbb49f1b2d,"LINEAR:add(ARG1,CONST_100)|subtract(CONST_100,ARG0)|divide(TEMP0,TEMP1)|multiply(TEMP2,CONST_100)",6,,6,,mathqa_train_16648
a3f7eaad5b54,"LINEAR:multiply(ARG1,CONST_2)|multiply(TEMP0,CONST_2)",6,,6,,mathqa_train_8378
d603e23ce54e,"LINEAR:multiply(ARG0,ARG3)|inverse(TEMP0)",6,,6,,mathqa_train_8394
4c3472cd9d94,"LINEAR:add(ARG1,ARG2)|subtract(CONST_100,TEMP0)|multiply(ARG0,TEMP1)|divide(TEMP2,CONST_100)",6,,6,,mathqa_train_6379
0dee6532780e,"LINEAR:add(CONST_2,CONST_3)|divide(ARG2,CONST_100)|divide(ARG1,CONST_100)|multiply(TEMP0,CONST_4)|subtract(CONST_1,TEMP1)|subtract(CONST_1,TEMP2)|add(TEMP5,TEMP4)|multiply(TEMP3,CONST_2)|multiply(TEMP7,CONST_100)|multiply(TEMP8,TEMP4)|divide(TEMP9,TEMP6)",6,,6,,mathqa_train_7079
e9a2735b777b,"LINEAR:add(ARG0,CONST_4)|subtract(ARG1,CONST_2)|add(TEMP0,CONST_1)|subtract(TEMP1,TEMP2)",6,,6,,mathqa_train_262
f7d8c6c08712,"LINEAR:multiply(ARG2,CONST_4)|add(ARG2,TEMP0)",6,,6,,mathqa_train_13608
645b258f8b18,"LINEAR:subtract(ARG1,ARG0)|subtract(ARG1,ARG2)|multiply(TEMP0,CONST_3)|multiply(TEMP1,CONST_3)|subtract(TEMP2,TEMP3)",6,,6,,mathqa_train_4238
d98d8e11d304,"LINEAR:divide(ARG0,CONST_2)|multiply(TEMP0,CONST_100)|divide(TEMP1,ARG0)",6,,6,,mathqa_train_4262
992a1cbcaa10,"LINEAR:subtract(ARG0,ARG2)|subtract(TEMP0,ARG2)|subtract(TEMP1,ARG2)|divide(TEMP2,TEMP0)",6,,6,,mathqa_train_1585
8e98141b317d,"LINEAR:add(ARG0,ARG1)|add(ARG2,TEMP0)|divide(TEMP1,CONST_100)|multiply(ARG3,TEMP2)|add(TEMP1,TEMP3)",6,,6,,mathqa_train_9342
596e6625293b,"LINEAR:divide(ARG1,CONST_100)|subtract(CONST_100,ARG2)|divide(TEMP1,CONST_100)|divide(TEMP2,TEMP0)",6,,6,,mathqa_train_9351
20da1970cdfe,"LINEAR:add(ARG0,CONST_100)|divide(TEMP0,CONST_100)",6,,6,,mathqa_train_9353
d27be689520f,"LINEAR:multiply(ARG0,ARG2)|subtract(ARG4,ARG3)|subtract(TEMP0,TEMP1)|divide(TEMP2,ARG0)",6,,6,,mathqa_train_9264
8c51d2d27c01,"LINEAR:divide(ARG3,ARG1)|subtract(ARG2,ARG0)|multiply(TEMP0,TEMP1)",6,,6,,mathqa_train_4167
83126465d30a,"LINEAR:add(ARG0,CONST_2)|subtract(TEMP0,CONST_1)|multiply(TEMP0,TEMP1)",6,,6,,mathqa_train_4177
4ec2b5129747,"LINEAR:divide(ARG0,CONST_100)|divide(ARG1,CONST_100)|multiply(TEMP0,TEMP1)",6,,6,,mathqa_train_4194
cdd0f765989a,"LINEAR:add(CONST_1,CONST_4)|multiply(ARG0,TEMP0)|subtract(TEMP0,CONST_3)|subtract(TEMP1,ARG0)|divide(TEMP3,TEMP2)",6,,6,,mathqa_train_13626
438ee42e7978,"LINEAR:subtract(ARG3,ARG2)",6,,6,,mathqa_train_1950
d38dc44483fc,"LINEAR:add(ARG0,CONST_100)|multiply(CONST_100,CONST_100)|multiply(ARG1,TEMP0)|subtract(TEMP1,TEMP2)|multiply(TEMP3,CONST_100)|divide(TEMP4,TEMP1)",6,,6,,mathqa_train_13511
906899727b42,"LINEAR:divide(ARG2,ARG0)|multiply(ARG1,TEMP0)|subtract(ARG2,TEMP1)",6,,6,,mathqa_train_13536
38afaa1fb3e6,"LINEAR:multiply(ARG0,ARG1)|divide(TEMP0,CONST_100)|add(ARG0,TEMP1)|multiply(ARG1,TEMP2)|divide(TEMP3,CONST_100)|subtract(TEMP2,TEMP4)",6,,6,,mathqa_train_4214
a7f646bac8fd,"LINEAR:divide(ARG1,ARG2)|subtract(ARG0,ARG1)|divide(ARG3,TEMP1)|add(TEMP2,TEMP0)|divide(ARG0,TEMP3)",6,,6,,mathqa_train_9296
6d8d292be880,"LINEAR:divide(ARG2,CONST_100)|multiply(CONST_100,CONST_2)|multiply(ARG1,TEMP0)|subtract(ARG1,TEMP2)|divide(TEMP1,TEMP3)|subtract(TEMP4,ARG0)",6,,6,,mathqa_train_1919
b191a119e12e,"LINEAR:square_area(ARG0)|multiply(TEMP0,CONST_2)|divide(TEMP1,ARG1)",6,,6,,mathqa_train_285
e81459059f02,"LINEAR:add(ARG2,CONST_100)|subtract(CONST_100,ARG1)|multiply(ARG0,TEMP0)|divide(TEMP2,CONST_100)|divide(TEMP3,TEMP1)|multiply(TEMP4,CONST_100)",6,,6,,mathqa_train_289
b0d25dfae20e,"LINEAR:add(CONST_3,CONST_3)",6,,6,,mathqa_train_13474
8d38a3bc92e8,"LINEAR:divide(ARG3,ARG0)|divide(ARG3,ARG1)|add(TEMP0,TEMP1)",6,,6,,mathqa_train_333
6b63f8367886,"LINEAR:subtract(CONST_100,ARG1)|multiply(ARG2,TEMP0)|divide(TEMP1,CONST_100)|add(ARG0,TEMP2)",6,,6,,mathqa_train_6169
c7e7fb0c64b2,"LINEAR:multiply(ARG1,CONST_60)|multiply(ARG2,CONST_2)|subtract(ARG0,ARG2)|add(TEMP1,TEMP2)|divide(TEMP0,TEMP3)|multiply(TEMP4,CONST_2)|multiply(ARG2,TEMP5)",6,,6,,mathqa_train_6179
502cc527ba9e,"LINEAR:add(ARG0,CONST_100)|add(ARG1,CONST_100)|rectangle_area(CONST_100,CONST_100)|rectangle_area(TEMP0,TEMP1)|subtract(TEMP3,TEMP2)|multiply(TEMP4,CONST_100)|divide(TEMP5,TEMP2)",6,,6,,mathqa_train_6114
033781d74cda,"LINEAR:add(ARG0,ARG1)|add(ARG2,TEMP0)|divide(ARG3,TEMP1)",6,,6,,mathqa_train_7295
8a29c0e39cf2,"LINEAR:add(ARG0,ARG0)|add(CONST_1,CONST_2)|multiply(ARG1,TEMP1)|divide(TEMP0,TEMP2)|multiply(TEMP3,CONST_2)|multiply(TEMP4,CONST_3600)|divide(TEMP5,CONST_1000)",6,,6,,mathqa_train_338
b2d6d23487d8,"LINEAR:subtract(ARG0,ARG1)|subtract(ARG3,ARG2)|subtract(TEMP0,TEMP1)",6,,6,,mathqa_train_1556
af607ebb32c0,"LINEAR:add(ARG0,CONST_1)|multiply(ARG0,TEMP0)",6,,6,,mathqa_train_14646
e4dd78b44dfb,"LINEAR:add(ARG2,CONST_1)|subtract(ARG5,ARG2)|multiply(TEMP0,TEMP1)",6,,6,,mathqa_train_1527
b63fca1d5527,"LINEAR:divide(ARG0,CONST_1000)|multiply(ARG1,ARG2)|multiply(ARG3,TEMP1)|subtract(TEMP2,TEMP0)",6,,6,,mathqa_train_1535
a6dbae25a72b,"LINEAR:divide(ARG2,CONST_100)|divide(ARG1,CONST_100)|divide(ARG0,CONST_100)|subtract(CONST_1,TEMP2)|multiply(TEMP1,TEMP3)|subtract(TEMP0,TEMP4)|multiply(ARG3,TEMP5)",6,,6,,mathqa_train_1963
ccbde3ea48c2,"LINEAR:triangle_perimeter(ARG5,ARG5,ARG5)|add(TEMP0,TEMP0)",6,,6,,mathqa_train_1969
9dd8b9e2e120,"LINEAR:subtract(ARG2,ARG3)|multiply(ARG1,TEMP0)|divide(TEMP1,ARG0)",6,,6,,mathqa_train_244
f83e3df49acd,"LINEAR:add(ARG1,ARG2)|subtract(TEMP0,ARG4)",6,,6,,mathqa_train_246
2815ffca4987,"LINEAR:multiply(CONST_2,CONST_4)|multiply(ARG0,TEMP0)",6,,6,,mathqa_train_257
a51a57406e37,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG0,ARG3)|subtract(TEMP0,TEMP1)",6,,6,,mathqa_train_8251
7866fdfaf855,"LINEAR:add(ARG0,ARG1)|multiply(CONST_3,CONST_3)|multiply(CONST_10,CONST_100)|multiply(CONST_10,CONST_3)|multiply(TEMP1,CONST_10)|multiply(TEMP3,TEMP2)|multiply(TEMP4,TEMP2)|add(TEMP6,TEMP5)|divide(TEMP7,TEMP0)",6,,6,,mathqa_train_5183
9785e7bfb910,"LINEAR:add(ARG1,ARG3)|add(ARG5,TEMP0)|subtract(TEMP1,ARG0)",6,,6,,mathqa_train_5186
ff53b0dfda55,"LINEAR:multiply(ARG0,ARG1)|divide(TEMP0,ARG2)|subtract(ARG0,TEMP1)",6,,6,,mathqa_train_2018
85d45de1dffd,"LINEAR:divide(ARG1,CONST_100)|divide(ARG2,CONST_100)|multiply(ARG0,TEMP0)|divide(TEMP2,TEMP1)",6,,6,,mathqa_train_2026
8e6e36af1be2,"LINEAR:divide(ARG0,ARG1)|multiply(TEMP0,CONST_100)|divide(TEMP1,ARG2)",6,,6,,mathqa_train_1988
0c2a9d19e2d9,"LINEAR:add(ARG0,CONST_2)|divide(CONST_1,ARG0)|divide(CONST_1,TEMP0)|subtract(TEMP1,TEMP2)|inverse(TEMP3)",6,,6,,mathqa_train_4102
76dd20de15e8,"LINEAR:add(ARG0,ARG1)|subtract(ARG1,ARG0)|subtract(TEMP0,TEMP1)",6,,6,,mathqa_train_4116
98760fdd2908,"LINEAR:subtract(CONST_100,ARG0)|subtract(CONST_100,ARG1)|divide(TEMP0,CONST_100)|divide(TEMP1,CONST_100)|multiply(TEMP2,TEMP3)|multiply(TEMP4,CONST_100)",6,,6,,mathqa_train_9447
1f9bb17d5c9a,"LINEAR:add(ARG1,CONST_4)|divide(CONST_1,TEMP0)",6,,6,,mathqa_train_1992
db4b9d6f9a69,"LINEAR:multiply(ARG0,ARG1)|add(TEMP0,TEMP0)|subtract(CONST_100,TEMP1)",6,,6,,mathqa_train_1993
1d416fc708a2,"LINEAR:add(CONST_3,CONST_3)|power(ARG3,ARG4)|multiply(ARG0,TEMP1)|power(ARG3,TEMP0)|multiply(ARG1,TEMP3)|divide(TEMP4,TEMP2)|multiply(TEMP5,CONST_100)",6,,6,,mathqa_train_1995
57341830d7b0,"LINEAR:divide(ARG3,CONST_1000)|multiply(CONST_100,CONST_1000)|multiply(ARG0,TEMP1)|divide(TEMP2,TEMP0)",6,,6,,mathqa_train_13277
2b7c6bc85ad8,"LINEAR:divide(ARG0,ARG1)|divide(ARG2,ARG3)|multiply(TEMP0,CONST_100)|multiply(TEMP1,CONST_100)|subtract(TEMP2,TEMP3)|divide(TEMP4,TEMP2)|multiply(TEMP5,CONST_100)",6,,6,,mathqa_train_4130
fb7fecfa2d4e,"LINEAR:add(ARG0,ARG1)|subtract(ARG2,ARG0)|divide(CONST_1,TEMP0)|add(TEMP2,TEMP1)",6,,6,,mathqa_train_4156
e7f007913d0c,"LINEAR:multiply(ARG2,CONST_10)|multiply(ARG1,TEMP0)",6,,6,,mathqa_train_9313
5aa1924da452,"LINEAR:add(ARG1,CONST_100)|divide(ARG0,CONST_100)|multiply(ARG0,CONST_100)|subtract(CONST_100,ARG2)|divide(TEMP2,TEMP0)|multiply(TEMP1,TEMP3)|subtract(TEMP5,TEMP4)|divide(TEMP6,TEMP4)|multiply(TEMP7,CONST_100)",6,,6,,mathqa_train_4955
e69ee932472c,"LINEAR:add(ARG2,CONST_1)|divide(ARG0,CONST_100)|divide(TEMP0,CONST_100)|subtract(ARG4,TEMP0)|subtract(TEMP1,TEMP2)|divide(TEMP3,TEMP4)",6,,6,,mathqa_train_8444
0b887a78923c,"LINEAR:add(ARG0,ARG2)|divide(ARG4,CONST_100)|multiply(ARG0,ARG1)|multiply(ARG2,ARG3)|add(TEMP2,TEMP3)|divide(TEMP4,TEMP0)|multiply(TEMP5,TEMP1)|add(TEMP5,TEMP6)",6,,6,,mathqa_train_8452
c1d4a6f13ba3,"LINEAR:add(CONST_2,CONST_4)|divide(ARG0,TEMP0)|sqrt(TEMP1)|volume_cube(TEMP2)",6,,6,,mathqa_train_8456
76a57d1dedd6,"LINEAR:multiply(ARG2,ARG4)|subtract(ARG1,ARG4)|divide(TEMP0,TEMP1)|multiply(ARG1,TEMP2)",6,,6,,mathqa_train_7724
c7d1d99f8112,"LINEAR:multiply(CONST_100,CONST_2)|multiply(TEMP0,CONST_100)|divide(TEMP1,CONST_4)|multiply(ARG1,TEMP1)|divide(TEMP3,TEMP2)",6,,6,,mathqa_train_7729
b07dbabdf74e,"LINEAR:multiply(ARG2,ARG2)|divide(ARG3,TEMP0)|divide(ARG2,TEMP0)|multiply(ARG0,TEMP2)|multiply(ARG1,TEMP1)|subtract(CONST_1,TEMP1)|add(TEMP3,TEMP4)|multiply(ARG1,TEMP5)|divide(TEMP7,ARG4)|divide(TEMP6,ARG4)|add(TEMP8,TEMP9)",6,,6,,mathqa_train_7733
12a15eddb95a,"LINEAR:multiply(ARG0,ARG1)|divide(TEMP0,CONST_1000)",6,,6,,mathqa_train_7750
7f530860cf40,"LINEAR:divide(ARG0,ARG1)|divide(ARG2,ARG3)|multiply(TEMP0,TEMP1)|add(TEMP0,TEMP2)|divide(TEMP3,CONST_2)|divide(ARG2,TEMP4)",6,,6,,mathqa_train_5920
3672ef5b3659,"LINEAR:divide(ARG1,CONST_100)|add(TEMP0,CONST_1)|multiply(ARG0,TEMP1)|add(ARG0,TEMP2)|divide(TEMP3,CONST_2)",6,,6,,mathqa_train_1492
ca1664e449fe,"LINEAR:power(CONST_2,CONST_4)|multiply(TEMP0,CONST_2)|divide(ARG0,TEMP1)",6,,6,,mathqa_train_8303
1a8ce22ac224,"LINEAR:divide(ARG0,CONST_100)|divide(ARG1,TEMP0)|sqrt(TEMP1)",6,,6,,mathqa_train_1056
2322f050857c,"LINEAR:divide(ARG0,CONST_100)|divide(ARG1,CONST_100)|add(TEMP0,CONST_1)|subtract(CONST_1,TEMP1)|multiply(TEMP2,TEMP3)|multiply(TEMP4,CONST_100)|subtract(CONST_100,TEMP5)",6,,6,,mathqa_train_1026
b0a991b0dc9a,"LINEAR:lcm(ARG0,ARG1)|lcm(ARG2,TEMP0)|lcm(ARG3,TEMP1)|multiply(TEMP2,CONST_2)",6,,6,,mathqa_train_16783
6d2f5cd82f7e,"LINEAR:sqrt(ARG0)|sqrt(ARG1)|sqrt(ARG2)|sqrt(ARG3)|divide(TEMP0,TEMP1)|divide(TEMP2,TEMP3)|add(TEMP4,TEMP5)",6,,6,,mathqa_train_1027
5ba65cd991eb,"LINEAR:volume_cube(ARG0)|volume_cube(ARG1)|volume_cube(ARG2)|add(TEMP0,TEMP1)|add(TEMP3,TEMP2)|power(TEMP4,CONST_0_33)",6,,6,,mathqa_train_8323
ba2b38dcac6a,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG0,ARG2)|subtract(TEMP0,TEMP1)",6,,6,,mathqa_train_6407
31601e0c9ee5,"LINEAR:multiply(ARG1,CONST_3)|multiply(CONST_3,CONST_3)|multiply(TEMP0,CONST_3)|divide(TEMP2,TEMP1)",6,,6,,mathqa_train_6425
8897151a3a35,"LINEAR:divide(ARG1,CONST_100)|multiply(ARG0,TEMP0)|add(ARG1,TEMP1)|divide(TEMP2,CONST_100)|multiply(ARG2,TEMP3)|subtract(TEMP2,TEMP4)",6,,6,,mathqa_train_230
495363f56379,"LINEAR:divide(ARG1,CONST_100)|divide(TEMP0,CONST_2)|add(TEMP1,CONST_1)|power(TEMP2,CONST_4)|multiply(ARG0,TEMP3)",6,,6,,mathqa_train_9551
3d1b535819c8,"LINEAR:divide(ARG2,ARG3)|divide(ARG0,ARG1)|subtract(TEMP0,TEMP1)|floor(TEMP2)",6,,6,,mathqa_train_4020
86bb7cfef402,"LINEAR:add(ARG1,CONST_100)|multiply(CONST_100,CONST_100)|subtract(CONST_100,ARG0)|multiply(TEMP0,TEMP2)|divide(TEMP1,TEMP3)|subtract(CONST_1,TEMP4)|multiply(TEMP5,CONST_100)",6,,6,,mathqa_train_4025
2bde9f671407,"LINEAR:divide(ARG0,ARG1)|divide(TEMP0,ARG3)",6,,6,,mathqa_train_9481
0cd1f628a65f,"LINEAR:add(ARG0,ARG1)|multiply(ARG1,ARG3)|add(ARG2,TEMP0)|divide(TEMP1,TEMP2)|divide(TEMP3,ARG3)|multiply(TEMP4,CONST_100)",6,,6,,mathqa_train_2047
08809b1becc6,"LINEAR:multiply(CONST_2,CONST_2)|multiply(TEMP0,CONST_2)|multiply(TEMP1,CONST_3)|multiply(ARG0,TEMP2)",6,,6,,mathqa_train_4058
0ecfea6a01e2,"LINEAR:power(ARG2,ARG3)|multiply(ARG1,TEMP0)|power(TEMP1,ARG0)",6,,6,,mathqa_train_4063
2c4a9e74b39e,"LINEAR:negate(ARG3)|negate(ARG2)|subtract(TEMP0,ARG1)|subtract(TEMP1,ARG0)|divide(TEMP2,TEMP3)|multiply(ARG0,TEMP4)|subtract(TEMP5,ARG1)|divide(TEMP6,TEMP4)",6,,6,,mathqa_train_4064
1a26432320f1,"LINEAR:divide(ARG1,CONST_100)|divide(ARG0,CONST_100)|subtract(CONST_1,TEMP1)|multiply(TEMP0,TEMP2)|subtract(TEMP0,TEMP3)|divide(ARG2,TEMP4)",6,,6,,mathqa_train_13290
bc53cfec8ba4,"LINEAR:subtract(ARG3,ARG2)|divide(TEMP0,ARG0)|multiply(ARG1,TEMP1)",6,,6,,mathqa_train_2013
2c035f555bf7,"LINEAR:divide(ARG0,CONST_100)|divide(ARG1,CONST_100)|multiply(TEMP1,TEMP0)|subtract(TEMP0,TEMP2)|subtract(CONST_1,TEMP2)|divide(TEMP3,TEMP4)|multiply(TEMP5,CONST_100)",6,,6,,mathqa_train_1539
54835301af0a,"LINEAR:divide(ARG0,CONST_100)|multiply(ARG1,TEMP0)|subtract(ARG0,TEMP1)",6,,6,,mathqa_train_8523
0c7b0ca33b1d,"LINEAR:divide(ARG2,ARG0)|subtract(TEMP0,CONST_1)|multiply(ARG1,TEMP1)",6,,6,,mathqa_train_4949
aa58424a627c,"LINEAR:multiply(ARG1,CONST_100)|subtract(ARG1,ARG0)|divide(TEMP0,TEMP1)|subtract(TEMP2,CONST_100)",6,,6,,mathqa_train_7086
50933ddab4c5,"LINEAR:multiply(CONST_1,CONST_60)|divide(TEMP0,ARG0)|divide(ARG1,TEMP1)|subtract(CONST_1,TEMP2)",6,,6,,mathqa_train_7100
a1bc64823960,"LINEAR:power(ARG2,CONST_2)|multiply(TEMP0,CONST_PI)|divide(TEMP1,CONST_4)",6,,6,,mathqa_train_7106
14f7c1225925,"LINEAR:divide(ARG0,CONST_2)|divide(TEMP0,ARG1)|multiply(TEMP1,CONST_3)|multiply(TEMP2,CONST_4)|add(ARG2,TEMP3)",6,,6,,mathqa_train_7118
3414818fce6a,"LINEAR:multiply(ARG1,ARG3)|divide(TEMP0,ARG2)",6,,6,,mathqa_train_6386
c4f9766ca17e,"LINEAR:add(ARG0,ARG1)|subtract(ARG1,ARG0)|add(TEMP0,TEMP1)|multiply(TEMP0,TEMP1)|multiply(ARG2,TEMP3)|divide(TEMP4,TEMP2)",6,,6,,mathqa_train_5214
323f62cc0222,"LINEAR:add(ARG0,CONST_100)|divide(CONST_1,CONST_2)|divide(TEMP0,CONST_100)|multiply(TEMP2,TEMP1)|subtract(CONST_1,TEMP3)|multiply(ARG1,TEMP4)",6,,6,,mathqa_train_5219
0c19f13816ba,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG0,ARG2)|add(TEMP0,TEMP1)|divide(TEMP2,ARG0)",6,,6,,mathqa_train_8256
e37ce0fc12f7,"LINEAR:subtract(ARG0,CONST_10)|add(TEMP0,CONST_100)|add(TEMP1,TEMP1)|divide(TEMP1,ARG0)|divide(TEMP1,ARG1)|add(TEMP3,TEMP4)|divide(TEMP2,TEMP5)",6,,6,,mathqa_train_1003
6830ee51c4f3,"LINEAR:add(ARG0,CONST_100)|subtract(CONST_100,ARG1)|divide(TEMP1,TEMP0)|multiply(TEMP2,CONST_100)",6,,6,,mathqa_train_1011
4986ecc674f3,"LINEAR:divide(ARG1,CONST_2)|volume_cylinder(TEMP0,ARG0)|multiply(ARG2,TEMP1)",6,,6,,mathqa_train_558
2adcd1a4a96f,"LINEAR:multiply(CONST_3,CONST_4)|divide(ARG1,TEMP0)|divide(ARG0,TEMP1)|multiply(TEMP2,CONST_100)",6,,6,,mathqa_train_527
07518db746c1,"LINEAR:multiply(ARG0,CONST_4)|subtract(CONST_4,CONST_1)|subtract(TEMP0,ARG1)|divide(TEMP2,TEMP1)",6,,6,,mathqa_train_19685
4dc2b049c52e,"LINEAR:add(CONST_10,CONST_10)|add(TEMP0,CONST_2)|divide(ARG0,TEMP1)|add(ARG1,TEMP2)|divide(ARG0,TEMP3)|add(ARG2,TEMP4)",6,,6,,mathqa_train_5801
9b20ed018d43,"LINEAR:divide(ARG1,CONST_100)|divide(ARG2,CONST_100)|subtract(CONST_1,TEMP0)|subtract(CONST_1,TEMP1)|divide(ARG0,TEMP2)|multiply(TEMP4,TEMP3)|subtract(TEMP5,ARG0)",6,,6,,mathqa_train_5802
e711184c758b,"LINEAR:divide(ARG3,ARG1)|subtract(ARG1,ARG4)|multiply(TEMP0,TEMP1)",6,,6,,mathqa_train_6388
c4d394ca9bf6,"LINEAR:multiply(ARG4,CONST_100)|divide(TEMP0,ARG3)",6,,6,,mathqa_train_12967
fceb6dda4da5,"LINEAR:subtract(ARG3,ARG1)|subtract(ARG2,ARG1)|divide(TEMP0,ARG0)|divide(TEMP1,ARG0)|floor(TEMP2)|floor(TEMP3)|subtract(TEMP4,TEMP5)",6,,6,,mathqa_train_3998
a35ebf901292,"LINEAR:add(ARG0,ARG1)|multiply(ARG0,ARG2)|divide(TEMP1,TEMP0)",6,,6,,mathqa_train_4008
49efdcd6a9b6,"LINEAR:add(ARG2,ARG3)|multiply(ARG0,ARG2)|multiply(ARG1,TEMP0)|subtract(TEMP2,TEMP1)",6,,6,,mathqa_train_4011
eb913bc7e5de,"LINEAR:divide(ARG1,ARG0)|divide(ARG1,TEMP0)",6,,6,,mathqa_train_3960
43e57f6b32ee,"LINEAR:add(ARG1,ARG2)|multiply(ARG0,ARG4)|multiply(ARG0,ARG1)|multiply(ARG5,CONST_3)|add(ARG4,TEMP0)|subtract(TEMP1,TEMP2)|subtract(TEMP4,TEMP3)|divide(TEMP5,TEMP6)",6,,6,,mathqa_train_9550
3668c07a63c6,"LINEAR:multiply(ARG1,ARG2)|multiply(ARG3,TEMP0)|multiply(TEMP1,CONST_2)|add(ARG4,TEMP2)|subtract(ARG0,TEMP3)",6,,6,,mathqa_train_2117
ca43190fa966,"LINEAR:divide(ARG0,CONST_100)|divide(ARG2,CONST_100)|subtract(ARG4,ARG1)|multiply(ARG1,TEMP0)|multiply(TEMP1,TEMP2)|add(TEMP3,TEMP4)|divide(TEMP5,ARG4)|multiply(TEMP6,CONST_100)",6,,6,,mathqa_train_2120
032a17e17bf6,"LINEAR:add(CONST_3,CONST_4)|divide(ARG0,TEMP0)",6,,6,,mathqa_train_13043
2fa031e0298c,"LINEAR:multiply(ARG0,ARG2)|multiply(ARG3,CONST_10)|add(TEMP0,TEMP1)|divide(TEMP2,ARG1)",6,,6,,mathqa_train_13160
bb33703b9beb,"LINEAR:divide(ARG0,ARG1)|divide(ARG2,ARG3)|divide(TEMP0,TEMP1)",6,,6,,mathqa_train_2069
29d706e05f90,"LINEAR:divide(ARG2,CONST_100)|subtract(CONST_100,ARG2)|divide(TEMP1,CONST_100)|multiply(ARG0,TEMP0)|multiply(ARG0,TEMP2)|add(TEMP4,TEMP3)",6,,6,,mathqa_train_2072
105efcfb275b,"LINEAR:add(ARG0,ARG1)|divide(ARG0,ARG1)|divide(ARG1,ARG0)|add(TEMP1,TEMP2)|divide(TEMP0,TEMP3)",6,,6,,mathqa_train_2073
45ec3a444ef6,"LINEAR:divide(ARG1,CONST_100)|multiply(ARG0,CONST_4)|multiply(TEMP0,TEMP1)|add(TEMP2,TEMP1)|subtract(TEMP3,CONST_100)",6,,6,,mathqa_train_2074
f62e1f8d4655,"LINEAR:divide(ARG1,CONST_100)|add(TEMP0,CONST_1)|divide(TEMP0,CONST_2)|add(TEMP2,CONST_1)|power(TEMP1,CONST_2)|multiply(ARG0,TEMP4)|power(TEMP3,CONST_4)|multiply(ARG0,TEMP6)|subtract(TEMP7,TEMP5)",6,,6,,mathqa_train_2084
d23db5f934d0,"LINEAR:multiply(ARG0,ARG0)|divide(TEMP0,CONST_100)|subtract(CONST_1,TEMP1)|divide(ARG2,TEMP2)",6,,6,,mathqa_train_2090
db9ccda8c4bb,"LINEAR:subtract(ARG2,ARG0)|subtract(ARG1,ARG3)|divide(TEMP0,TEMP1)",6,,6,,mathqa_train_242
fc048f4e6e92,"LINEAR:add(ARG2,CONST_100)|multiply(ARG0,ARG1)|divide(TEMP1,CONST_100)|subtract(ARG0,TEMP2)|divide(TEMP3,TEMP0)|multiply(TEMP4,CONST_100)",6,,6,,mathqa_train_7055
43c0c10e5d63,"LINEAR:divide(CONST_1,CONST_2)|add(TEMP0,CONST_0_25)|add(TEMP1,CONST_1)|divide(ARG0,TEMP2)|multiply(TEMP3,CONST_3)",6,,6,,mathqa_train_6440
e3a5aed5f360,"LINEAR:add(ARG0,CONST_100)|subtract(CONST_100,ARG0)|subtract(TEMP0,TEMP1)|divide(TEMP2,CONST_100)|divide(ARG1,TEMP3)",6,,6,,mathqa_train_6442
9193b34632e5,"LINEAR:multiply(ARG0,ARG1)|subtract(ARG3,TEMP0)|subtract(ARG0,TEMP1)",6,,6,,mathqa_train_6443
2f8ad8823bd2,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG2,ARG3)|divide(TEMP1,CONST_100)|divide(TEMP0,TEMP2)",6,,6,,mathqa_train_6445
5b409aba537a,"LINEAR:divide(CONST_100,ARG2)|divide(ARG0,ARG0)|subtract(CONST_100,ARG0)|subtract(TEMP0,TEMP1)|multiply(TEMP2,TEMP3)",6,,6,,mathqa_train_6454
e8e1fe22c94b,"LINEAR:add(ARG0,ARG1)|multiply(TEMP0,CONST_0_2778)|multiply(ARG2,TEMP1)",6,,6,,mathqa_train_6458
ade1cd828e06,"LINEAR:multiply(ARG1,CONST_2)|multiply(ARG2,TEMP0)",6,,6,,mathqa_train_2172
aaa74bb4fc35,"LINEAR:add(ARG0,ARG0)|divide(ARG0,TEMP0)|multiply(ARG3,TEMP1)",6,,6,,mathqa_train_2177
55b5be1a645f,"LINEAR:multiply(ARG1,ARG2)|subtract(ARG0,ARG1)|subtract(ARG2,CONST_1)|add(TEMP0,TEMP1)|divide(TEMP3,TEMP2)|add(ARG0,TEMP4)",6,,6,,mathqa_train_3976
94e9f07670c5,"LINEAR:subtract(ARG0,ARG2)|subtract(TEMP0,CONST_1)|subtract(TEMP1,CONST_1)",6,,6,,mathqa_train_3978
878c46d68af9,"LINEAR:multiply(ARG3,ARG4)|multiply(ARG0,ARG1)|divide(TEMP0,TEMP1)|multiply(ARG2,TEMP2)",6,,6,,mathqa_train_3980
0214a9ef512b,"LINEAR:divide(ARG2,ARG0)|divide(ARG0,TEMP0)|divide(TEMP1,ARG0)|multiply(ARG1,TEMP2)|multiply(ARG2,TEMP3)",6,,6,,mathqa_train_9656
e772e911be99,"LINEAR:multiply(CONST_4,CONST_4)|subtract(TEMP0,CONST_2)|multiply(TEMP1,CONST_2)|add(ARG0,TEMP2)",6,,6,,mathqa_train_9679
80e0898dc22e,"LINEAR:inverse(ARG0)|inverse(ARG1)|inverse(ARG2)|add(TEMP1,TEMP2)|subtract(TEMP0,TEMP3)|inverse(TEMP4)",6,,6,,mathqa_train_12963
